 BUS_STOP_ID ,BUS_STOP_NAME,BUS_STOP_CODE,LATITUDE_CURRENT,LONGITUDE_CURRENT
0,Trip Start or Trip Close or Trip Cancel or Special Tickets,,12.9716,77.5946
3,Kodihalli,KDLIii,12.96004656,77.64719738
5,MC Layout,MCL1,12.97500273,77.54211521
6,MG Road Metro Station,MGRMS,12.97582743,77.60564176
7,Central Silk Board (Towards Madivala),CNLSK,12.91704891,77.62171975
8,Banashankari Bus Station (Towards Konanakunte Cross),BSK1,12.91672959,77.57366674
9,Banashankari TTMC,BSKTTMC1,12.91753106,77.57296011
10,Sangam Circle,SMG,12.91703282,77.57840196
12,5th Block Jayanagara (Towards Jayanagara),JNGR5,12.91730831,77.58357173
17,Ragigudda Temple,RGD,12.91693403,77.5932443
18,East End Jayanagara (Towards BTM Layout),END,12.91684059,77.59719395
20,MICO Layout,MCLYT,12.91659989,77.60312779
21,BTM Layout Water Tank,WATANK,12.91669366,77.60684366
22,BTM Layout Water Tank,WTANK,12.91649963,77.60642451
23,Udupi Garden Petrol Bunk,bmtl1,12.91717183,77.61007499
25,16th Main BTM Layout ,BTM16th,12.91652707,77.60880393
26,7th Main BTM Layout,BTM7,12.91206163,77.60632518
27,BTM Layout Kuvempu Nagara ,BTMLYK,12.91629583,77.61592327
28,BTM Layout Kuvempu Nagara ,BMTLYTK,12.91635662,77.61591532
29,Central Silk Board UFLY,CSBFY,12.91630999,77.62354268
30,Vijayanagara,VJN1,12.97183024,77.53791923
31,Sirsi Circle,SRSC2,12.96217397,77.56000394
32,KR Market,KR MKT,12.96366889,77.57736881
35,Bommanahalli (Towards Beguru),BMH0,12.90677751,77.62842911
36,Bommanahalli (Towards Electronic City),BMH2,12.90536003,77.63013142
37,Garvebhavipalya,GPALYA,12.89618963,77.63544064
38,Kudlu Gate,KGATE,12.88965654,77.63948598
39,Kudlu Gate,KDG,12.88985737,77.63965926
40,Singasandra,SSNDRA,12.87874432,77.64647488
41,Hosa Road (Towards Electronic City),HOSRD,12.87059695,77.65295173
42,Electronic City (Towards Attibele),ELC3,12.84816925,77.6707112
43,Konappana Agarhara,KNA,12.85485537,77.66515418
44,PESIT College,PESIT,12.85873107,77.66232768
45,Singasandra,SNSDRA,12.87738903,77.64705927
46,Garvebhavipalya,GBPLYA,12.89629994,77.63568778
47,Bommanahalli (Towards St Johns),BMH4,12.90483622,77.63007965
48,Rupena Agrahara,ROPAG,12.91168823,77.62586568
49,Central Silk Board (Towards Kuvempunagara),CSB2,12.91611715,77.62309375
50,Madivala,MDWL1,12.92008333,77.62066167
51,Ayyappaswamy Temple Madivala,AT1,12.92472759,77.61791906
52,Jn of Hosur Road,JNHR,12.93201852,77.61325248
53,Muneshwara Devasthana,MSD,12.93636174,77.60660537
54,Nimhans Hospital,NMH1,12.93868165,77.59831884
55,Lakkasandra,LKS1,12.94382951,77.59709837
56,12th Cross Wilson Garden ,WLG10C,12.9467426,77.59607302
57,Wilson Garden Police Station,WGPS,12.95021269,77.5963872
58,Shanthinagara Bus Stop KH Road ,SHNG,12.95497093,77.591889
60,Depot-07 Subhashnagara,D-7,12.9796856,77.57190406
61,KR Circle,KRC,12.97472667,77.58691
62,Corporation (Towards KR Market),Corpo,12.96724194,77.58828195
63,7th Cross Wilson Garden ,WLG7,12.94709538,77.59451345
64,Shanthinagara TTMC,SNTTMC3,12.95459258,77.5925092
65,Wilson Garden Police Station,WGPC,12.95140577,77.59521987
66,10th Cross Wilson Garden ,WG10C,12.94715044,77.59805714
67,Lakkasandra,LKS,12.94308106,77.59743743
68,Muneshwara Devasthana,MHW,12.93643438,77.60661905
69,Jn of Hosur Road,JNHR1,12.9321567,77.61327778
70,St Johns Hospital,STJH,12.929492,77.61592831
71,Water Tank Koramangala,KRMW1,12.92736827,77.62164689
72,Kudure Mukha Colony,KMHC,12.92561867,77.62579801
73,Krupanidhi College,KRPNC,12.9239713,77.62856574
74,Madivala,MDWMK,12.92160726,77.6214077
75,Roopena Agrahara,RPNA,12.91186255,77.62604769
76,Bengaluru Dairy Circle (Towards Bannerughatta),BDC,12.93563843,77.60147069
77,Ananda Ashrama,ASRM1,12.92725733,77.6006887
78,Coles Road,BGT1,12.92522667,77.60055896
80,MICO Layout Checkpost Gopalan mall ,MICLYT,12.91394928,77.60005281
81,JP Nagara 3rd Phase,JPN 3rd 2,12.9081699,77.60041709
83,Bilekahalli,BLKLLI,12.90077134,77.60110669
84,IIM Apollo ,IIBM1,12.8960723,77.59976967
85,HSBC (Towards Arakere Gate),,12.89226171,77.59883917
86,Arakere Gate (Towards BPL),ARKRG,12.89059818,77.59822328
87,BPL (Towards Hulimavu),BPLS,12.88738986,77.59702001
88,Hulimavu Gate (Towards Meenakshi Temple),HMGT,12.88075471,77.59590891
89,Meenakshi Temple,MNKTM,12.87470152,77.59482719
90,Loyola School,LYLASC,12.87099571,77.5935365
91,Kalena Agrahara,KLNA,12.86613423,77.59190793
92,Himagiri,HIMGR,12.86238129,77.59061983
93,Gottigere (Towards Basavanapura Gate),GTR2,12.85668319,77.58893224
94,T John College,TJCLG,12.85046022,77.58837133
95,Basavanapura Gate,BSPRG,12.84623151,77.58826256
96,Jn of Malenallasandra ,JNOFMLSNS,12.83550026,77.59008647
97,Kalkere,KLR5,12.83243745,77.58896162
98,Ryan International School,RIYNISC,12.81925921,77.5847055
99,Bannerughatta Circle (Towards Kalkere),BNRCL,12.8135379,77.58109141
100,Ryan International School,RISC,12.81937256,77.58467229
101,AMC College,AMC2,12.82948817,77.58772479
102,Kalkere,KALR,12.83227727,77.58878031
103,Jn of Malenallasandra,JNOFMLS,12.83555793,77.58998635
104,Koli Farm Gate,KLFG,12.84100722,77.58856176
105,Basavanapura Gate,BSNG,12.84620008,77.58817751
106,T John College,STJCG,12.84959604,77.58821708
107,Gottigere (Towards Kalena Agrahara),GTR1,12.85620471,77.58875119
108,Himagiri,HMGR,12.86248422,77.59055583
109,Loyola School,LYLSC,12.87085012,77.59337516
110,Meenakshi Temple,MINKSTEM,12.87470064,77.59466015
111,Hulimavu Gate (Towards Jayadeva Hospital),HMG,12.88135098,77.59588443
112,BPL (Towards Arakere),BPL1,12.88726392,77.59686118
113,Arakere Gate (Towards IIBM),ARKR,12.89062758,77.59802821
114,HSBC (Towards IIBM),HSBC,12.8927024,77.5987824
115,IIM Apollo ,IIBM,12.89591686,77.59954375
116,Bilekahalli,BLKLI,12.90016624,77.60079178
117,JP Nagara 3rd Phase,JPN 3rd,12.90771344,77.60031173
118,NS Palya,NSPL-1,12.90869812,77.6034758
120,Gurappanapalya,GRPLY,12.91938495,77.59999955
122,Ananda Ashrama,ASRM,12.92668624,77.60038036
123,Bengaluru Dairy Circle (Towards Jayadeva Hospital),BDCS,12.93561395,77.60122359
124,Maharanis College,MHC,12.97705906,77.58594229
125,Maharanis College ,MRC3,12.97879977,77.58490003
126,St Marthas Hospital,STMH,12.96962529,77.58719475
127,Corporation (Towards HAL MG Road),CRP,12.96828565,77.58939829
128,Town Hall,TWNHG,12.96381149,77.58434159
130,Museum,MESEUM,12.97404146,77.59599068
131,MG Road Metro Station,MGR-2,12.97538948,77.60644427
132,Commando Hospital,CMH,12.96370285,77.6264945
133,Kundalahalli Gate,KDLGTE,12.95592607,77.71566912
134,Kundalahalli Gate,KDGATE,12.95585442,77.71376455
135,Thubarahalli,TBRLI12,12.95573591,77.72035565
136,Siddapura,SDAPRA,12.95630253,77.73165313
137,Ramagondanahalli,RMGDLI,12.95708526,77.74017069
138,Brooke Bond,BRKBND,12.96396766,77.74832851
139,White Field Post Office,WFPO1,12.97055338,77.74992933
140,White Field Post Office,WFPO2,12.96926404,77.74996365
141,Varthur Kodi,VRTKD2,12.95696911,77.74539676
142,Ramagondanahalli,RMGDLI1,12.95689538,77.73969932
143,Siddapura,SDPRA,12.95606013,77.73072328
144,Thubarahalli,TBRHL3,12.95586495,77.72048931
145,Kundalahalli,KDLIG,12.95818341,77.71569881
146,Marathahalli Bridge,MTHB,12.95693481,77.70070592
147,Yamalur Cross,YMLRCS,12.95523694,77.68817378
148,Yamalur Cross,YMLR1,12.95508381,77.68799211
149,HAL Kalyana Mantap ,HALPS1,12.95458612,77.68221743
150,HAL Main Gate (Towards Murugeshpalya),HALMG-1,12.95840103,77.66565285
152,Murugeshpalya,NGPLYA,12.95920774,77.65622463
153,Kodihalli,KDHL1,12.9599491,77.64677806
154,NAL Manipal Hospital ,MPH-1,12.95971832,77.64938601
155,Domlur (Towards HAL),DMLUR,12.9611437,77.63808964
156,Domlur (Towards Commando Hospital),DOMLR,12.96126036,77.63614696
157,St Joseph Boys High School Malya Hospital ,MLYHPT,12.97037888,77.59430906
158,Corporation (Towards Subbiah Circle),CRP12,12.96483149,77.58802933
159,Subbaiah Circle,SBCC,12.962654,77.59096469
160,Kempegowda Bus Station,KBS1,12.97751447,77.57178022
161,SI Apartment HSR Layout,HSRA2,12.9167867,77.62934068
162,14th Main HSR Layout (Towards Agara),14THM,12.91634608,77.63508199
163,Depot-25 Gate (Towards Hebbala),D-25,12.9199016,77.64300216
165,KR Hospital Uttarahalli,KRHU,12.90692687,77.54610097
166,Chikkallasandra Aralimara (Towards Uttarahalli),CKLSC,12.9115049,77.55201441
167,Gowdanapalya,GDPLy,12.91152991,77.55598373
168,Prarthana School,PRSG,12.91183438,77.5584708
169,Padmanabha Nagara,PDNGRA,12.91825997,77.55966843
170,Okalipura,OKPRA,12.98217179,77.56769615
171,KIMS College,KIMS,12.92636677,77.56101493
172,5th Cross Magadi Road,MAGDY,12.97571968,77.5603386
173,Indira Nursing Home,INDNH,12.92922748,77.56441636
174,Gopalapura (Towards Magadi Road Tollgate),GPPRA,12.98067507,77.55837238
175,Tyagaraja Nagara Banashankari 2nd Stage ,TGRJ,12.93220096,77.56774533
176,KEB Quarters,KEBQT,12.93506496,77.56846829
177,NR Colony,NRCN,12.93787607,77.56901154
178,Netkallappa Circle,NKPC,12.93928652,77.57192883
179,Minerva Mill,MNML,12.97952896,77.5644609
180,Basavanagudi Police Station,BNGDY,12.94129382,77.57364841
181,Gandhi Bazaar,GBZR,12.94577155,77.5706474
182,Ramakrishna Ashrama,RAMKA,12.94900994,77.567645
185,Vijayanagara,VJN,12.97314296,77.53810566
186,Maruthi Mandira,MRMDRA,12.96770448,77.53632711
187,Chamarajapet (Towards Kempegowda Bus Station),CHRPE,12.95768369,77.56733098
188,Vinayaka Talkies,VNYKT78,12.96380068,77.56833112
189,KPCC Office,JDSO,12.98296333,77.57644167
190,Maruthi Mandira,MMNDRA,12.9677291,77.53617308
191,Vijayanagara,VJNGRAA,12.97185438,77.53764583
192,Shivananda Store,SVNDS1,12.98756619,77.58040438
193,Corporation (Towards Cauvery Bhavan),CRPN,12.96841334,77.5866793
194,Manuvana,MNVNA,12.97426683,77.54457001
195,Mysore Bank,MYBNK,12.97267471,77.58176117
196,RM Guttahalli,RMGTH,12.99975983,77.58390548
197,Prasanna Theatre,PRSNNT,12.97430901,77.55163576
198,10th Cross Magadi Road,MGDR10C,12.97578029,77.55691837
199,Mekhri Circle,MKC,13.01699119,77.5838126
200,Gopalapura (Towards Sujatha Theatre),GPL,12.98069606,77.55784869
201,CBI (Towards Hebbala),CBI,13.02604395,77.58510763
202,Sujatha Talkies,SJTR,12.98264395,77.56233968
203,Depot-14 RT Nagara,D14,13.02910478,77.59292564
204,Military Dairy Farm ,ESTML1,13.05024582,77.59316134
205,Okalipura,OKLPR,12.9826941,77.5685801
206,Kempegowda Bus Station (Amara Hotel),KBS,12.97798854,77.57381632
207,Byatarayanapura (Towards Yalahanka),BRP,13.06550968,77.59298681
208,GKVK Gate (Towards Yalahanka),GKVK,13.07288441,77.59248137
209,Depot-28 Hebbala,D28HBL,13.04367943,77.59400728
211,Jakkur Aerodrum,JKRAD1,13.07623121,77.59294404
212,GKVK Gate (Towards Hebbala),GKVK1,13.07270203,77.59290979
213,Military Dairy Farm,MDF,13.04964238,77.59263379
214,Hebbala (Towards RM Guttahalli),HBL1,13.03890176,77.58952077
215,Canara Bank Hebbala,CNRBK2,13.03576564,77.58903263
216,Veterinary Hospital,VTRNC,13.03026395,77.58693428
217,CBI (Towards Mekhri Circle),CBI2,13.02581166,77.58529995
218,Mekhri Circle,MKC1,13.01944763,77.58395839
219,Palace Ground,PLCGR1,13.01040167,77.58400667
220,Shivananda Store,SVNDS,12.98790722,77.58055865
221,Shivananda Store,SVNDS2,12.98666279,77.57933728
222,Ananda Rao Circle,arc1,12.9811145,77.57468557
223,Swastik Sheshadripuram College ,SWSTK1,12.98781654,77.57456486
224,Central,CNTRL,12.99000666,77.57205761
225,Central,CNTRL4,12.98984293,77.57177676
226,11th Cross Malleshwaram ,MLLSRM,13.00292613,77.57126014
227,15th Cross Malleshwaram (Towards Yashawanthapura),MLM15,13.00512833,77.571185
228,18th Cross Malleshwaram (Towards Bashyam Circle),STL,13.00898032,77.57143549
232,Devasandra Chikkamaranahalli,DVSNDRA,13.03632413,77.56668335
233,Kuvempu Circle,KVPC1,13.04323725,77.56125941
235,BEL Hospital,belc1,13.04946256,77.55739556
236,Nagaland Circle,BLGC1,13.05596926,77.55748139
237,Dodda Bommasandra Arch,DODBMA,13.05870064,77.55913193
238,Dodda Bommasandra,DDBMSDRA,13.06014033,77.55886558
239,Chamundeshwari Layout,CMDSLY,13.06480333,77.55955667
240,1st Block Vidyaranyapura,VDYA1B,13.07009147,77.55539641
241,Lakshmi Venkateshwara Temple,LVNKTL,13.07428068,77.55728859
242,Post Office Vidyaranyapura ,VPRAPOST,13.07644838,77.55823393
243,Echalamara Vidyaranyapura,ECHLM,13.07982,77.559195
244,Durga Parameshwari Temple,DRPRY,13.08176,77.55969
245,Vidyaranyapura,VPRA,13.0838614,77.56022713
246,Durga Parameshwari Temple,DGAPTL,13.08167356,77.55974808
247,Echalamara Vidyaranyapura,ECLMA,13.07980117,77.55929432
248,Post Office Vidyaranyapura,VDYAPO,13.0763732,77.55825018
249,Lakshmi Venkateshwara Temple,LSVNT,13.07427689,77.55735836
250,1st Block Vidyaranyapura,VDYAR1STB,13.07034954,77.55539859
251,Chamundeshwari Layout,CHMUDLY,13.06468976,77.55958892
252,Dodda Bommasandra,DODBM,13.06012057,77.55875878
253,Dodda Bommasandra Arch,DDDBMARC,13.05867464,77.55922323
254,Nagaland Circle,BLGC2,13.05586167,77.55720955
255,BEL Hospital,BELC3,13.05041627,77.55761601
256,BEL Circle (Towards Baliga Circle),BE LC,13.045861,77.55652503
257,Gokula,GKL,13.04122662,77.55727222
259,MS Ramaiah College,MSRC,13.02883755,77.56153062
260,Diwanarapalya,DWNPY,13.02633291,77.56183919
261,Ayyappa Temple Yashawanthapura,AYPT1,13.02139756,77.56314794
262,TollGate Yeshwanthapura,YPRTG,13.01849827,77.56121464
263,8th Cross Malleshwaram (Sampige Road),MLM8,12.99927824,77.57132394
264,Link Road,LNKRD,12.99424589,77.57398298
265,Swastik Sheshadripuram College ,SWSTK,12.98826273,77.5742975
266,Swastik Sheshadripuram College ,SWK,12.98903719,77.57434579
267,Shivananda Store,SNS,12.98673662,77.57949258
268,KR Market,KRM4,12.96420069,77.57761288
269,Mysore Road Satellite Bus Station,MRSBS,12.95357441,77.54377783
270,BHEL (Towards Nayandahalli),BHEL1,12.94849957,77.53558993
271,Depot-16 Deepanajalinagara,D16,12.95080496,77.5366768
272,Nayandahalli,NDH,12.94276094,77.5258688
273,BWSSB Quarters Nayandahalli,NBWSSB,12.94013413,77.5241064
274,RR Gate,RRSWG1,12.93621569,77.51661422
275,Bengaluru University Gate (Towards Kengeri),BNGUNVSTG,12.9354621,77.5129498
276,Jayaram Das Factory,JRMDF,12.93012611,77.50572237
277,Jayaram Das Factory,JRMDF1,12.930219,77.50603404
278,RV College,RVC,12.9251334,77.49935449
279,Dubasipalya Cross,DBSIPY,12.92268174,77.49604914
280,Kengeri TTMC,KGR1,12.9139541,77.48628165
281,Ganesha Temple Kengeri (Towards Kengeri TTMC),KNGTM,12.91127473,77.48031246
283,Robin Theatre,RBNT,12.91601899,77.479869
284,Beedi Karmikara Colony,BKC2,12.9187514,77.47089965
285,Beedi Karmikara Colony Gate,BKC,12.92226994,77.47481293
286,Kengeri Club ,KGRC1,12.92343361,77.47292166
287,Kommaghatta,KMGT1,12.92999859,77.46509254
288,Ramasandra Cross,RMSC,12.93262448,77.46165654
289,Byrohalli Gate,BRHG,12.93437395,77.44831566
290,Krishnasagara,KRSGR,12.93605545,77.42879154
291,Gulaganjahalli Cross,GGHC1,12.94145136,77.42532041
292,Yalachaguppe,YCH0,12.95931167,77.42106571
293,Tavarekere,TVK,12.96582888,77.40010421
294,Ganesha Temple Tavarekere,TVKGT1,12.96708714,77.40327097
295,Lakkuppe,LKP2,12.97001455,77.40997276
296,Honaganahatti,HNGHT,12.97427768,77.42118328
297,Channenahalli (Towards Gollarahatti),CNHL1,12.97798,77.43061833
298,Seegehalli Gate,SGHG0,12.98414691,77.44395249
299,Kadabagere Cross,KDBGC,12.98910902,77.44956951
300,Machohalli Gate,MCHG,12.99088122,77.45436234
301,Forest Gate (Towards Gollarahatti),FRSTG,12.99179167,77.45925833
302,Chikka Gollarahatti,CKGLH,12.99150042,77.46560203
303,Kachohalli Gate,KCHG,12.99053845,77.46871576
304,Gollarahatti (Towards Sunkadakatte),GLH10,12.98862886,77.47281386
305,Anjananagara,AJN8,12.98618371,77.48814919
306,Herohalli Cross (Towards Sunkadakatte),HRHC2,12.9874032,77.49257498
307,Janapriya Apartment,JNPAP,12.98897848,77.49932013
308,Sunkadakatte,SKDKT1,12.98954088,77.5060987
309,Kottigepalya,KTP1,12.98774288,77.51389285
310,Summanahalli,SMH,12.98660136,77.5211953
311,Kamakshipalya,KMKP,12.98384868,77.52919176
312,KHB Colony,KHB1,12.98127633,77.53552997
313,Agrahara Dasarahalli,ADSH1,12.97852542,77.54296472
314,Magadi Road TollGate ,MGDTLG,12.97468137,77.54886863
315,Magadi Road TollGate ,MGDTG,12.97429539,77.54912714
316,10th Cross Magadi Road,MGD10C,12.97562056,77.55644764
317,1st Cross Magadi Road,MGD1 C,12.97587214,77.56328904
318,Binny Mill,BNYM,12.97034366,77.56618933
320,Sirsi Circle,SCRLE,12.96015353,77.55914091
321,Poornima Talkies,PORNMTL,12.96091978,77.58827714
322,9th Block Jayanagara (40th Cross),JYNGR9B,12.91968893,77.59247305
323,4th T Block Jayanagara,JNNT,12.92306884,77.59343565
324,Sanjay Gandhi Hospital,SJGHSPL,12.92699075,77.59297859
328,Depot-06 Gate,DEPO 6,12.9826245,77.63528692
329,Binnamangala (Towards Tin Factory),BNM,12.98365891,77.63925413
330,Isolation Hospital,ISH,12.98510315,77.64310761
331,NGEF,NGEF,12.98790644,77.64995977
332,Bayyappanahalli Metro Station,BYPMETRO,12.99013657,77.65467656
333,Benniganahalli,BGH-1,12.99422423,77.6631548
334,Tin Factory,tinf,12.99712871,77.66965958
335,Tin Factory,TNF-1,12.99697042,77.66929525
336,Railway Station KR Puram,KRPRLY,13.00021342,77.67596501
337,Benniganahalli Bridge,BNGB,12.9971374,77.66288018
339,Isolation Hospital,ISOLH,12.98494942,77.643297
340,Depot-06 Indiranagara,D06,12.98180602,77.63449215
341,MG Road,MGRD,12.97782978,77.60194445
342,Town Hall,TWNHL,12.96357668,77.58426144
343,Minerva Circle,MNRVC,12.95362569,77.57994411
344,Lalbagh West Gate,LALBW,12.94752823,77.58013838
345,MN Krishnarao Park,MNKRO,12.94391987,77.57679563
346,Vijaya College,VJCLG,12.94004874,77.58017077
347,Vijaya College,RVROD,12.94120422,77.58017721
349,Jayanagara 4th Block,JBS4th,12.92922374,77.58609834
350,Sanjay Gandhi Hospital,SJNDHOP,12.92710589,77.59296362
351,Nimhans Hospital,NMH,12.93978245,77.59789382
352,Lalbagh Main Gate,LGHM,12.95407694,77.58567716
353,KH Road,KHRD,12.95772479,77.5931178
357,Yelachenahalli,YLCH1,12.89760334,77.57147635
358,MS Ramaiah College,MSRC1,13.02842594,77.5617065
359,BDA Complex HSR Layout,HSRBDA,12.91270327,77.6380683
360,NIFT College,NTFCG,12.91213667,77.65196
362,Depot-25 Gate (Central Silk Board),D 25,12.91967254,77.64301614
363,Bengaluru Dairy Circle (Towards Madiwala),DRC,12.93711834,77.60196929
364,Lalbagh Main Gate,LBMGT,12.95248685,77.58339215
365,Siddapura,SDDPURA,12.94618955,77.58877655
366,Nanjappa Circle,NCBS,12.96078086,77.60083466
367,Nanjappa Circle,HKSM,12.96136399,77.59951044
368,Poornima Talkies,PRM,12.96113438,77.5877642
369,Veerasandra,VRSND,12.83996363,77.677011
370,Veerasandra,VERS,12.83992719,77.67685594
371,Hebbagodi,HBGDI,12.82754484,77.68215119
372,Bommasandra (Towards Electronic City),BMSA,12.81943759,77.68841431
373,BTL College,BTLC,12.81187469,77.69478036
374,Hennagara Gate,HENG,12.80603772,77.69920467
375,Chandapura (Towards Attibele),CPR,12.80254817,77.70453724
376,Chandapura (Towards Electronic City),CPR0,12.802234,77.70448188
377,Tirumagondanahalli,TRMGH,12.79398167,77.7219812
378,Neraluru Gate,NRLG,12.79230904,77.72832798
379,Guddahatti Gate,GDHTGT,12.78810967,77.7370657
380,Guestline Hotel,GSTL,12.78680108,77.74173993
381,Yadavanahalli,YDHL,12.78558651,77.75080534
382,Indlubele,INDBLE,12.7909941,77.77635836
383,Bidaraguppe Towards Sarjapura),BDPE,12.80576063,77.78349795
384,BHEL Navaratna Layout,BNRTLY,12.81587333,77.78529
385,Exide Gate,EXGT1,12.8351599,77.78544687
386,Billapura,BLPR1,12.83740366,77.78506491
388,Crystal Apartment Sarjapura Road ,KRSTS,12.86772933,77.76711042
389,Chambenahalli,CHMB2,12.87930931,77.76156589
390,Thigalara Chowdenahalli Cross,CWDHLI,12.88169167,77.75699333
391,Dommasandra,DOMS,12.8793331,77.75417927
392,Gunjuru (Towards Sarjapura),GNGR,12.92137,77.73641167
393,Vinayaka Nagara,VNKGR,12.92871,77.73950667
394,Varthuru Govt College,VRTGTC,12.9424705,77.74709889
395,Varthur kodi,VRTKD1,12.95760637,77.74573931
397,Sai Baba General Hospital,SIBH,12.97383197,77.75027443
400,BPL (Towards ITPL),BPLIT,12.98535216,77.74768614
401,GR Tech Park ITPL,GRTP,12.98661014,77.74394584
402,ITPL,ITPL,12.9875598,77.73696825
403,Pattandur Agrahara Gate,PTAGC,12.98794716,77.73380882
404,Big Bazzar  ITPL,BIZR,12.98814515,77.73144021
405,Rajapalya,RJPLY,12.99129818,77.72117091
406,Hoodi (Towards Hope Farm),HODC2,12.99228224,77.71630953
407,Hoodi (Towards ITPL),HODC,12.99189379,77.71519958
408,Singaianapalya Phoenix,SIGPYP,12.99560151,77.69474547
409,Depot-18 White Field ,WFD-18,12.97729537,77.72623021
410,Depot-24 ITI Layout,ITID-24,13.00194829,77.6840979
411,Railway Station KR Puram,KR RLY,13.00003426,77.676516
412,Tin Factory,TIF,12.99646295,77.66866723
413,Kasthuri Nagara Ring Road,KASTN,13.00398938,77.66317961
414,B Channasandra Bridge,RMNRR,13.01331169,77.66178917
415,Babusabpalya (Towards Hebbala),BPSPY,13.02233464,77.64745137
417,Jn of Nagawara,NAGJN,13.04032301,77.6240061
418,Lumbini garden,LBNG,13.04323288,77.60934912
419,Kempapura,KMPU,13.0437473,77.60050173
420,18th Cross Malleshwaram (Towards YTTMC),MLSW18C,13.00889883,77.57105172
421,18th Cross Malleshwaram (Towards Malleshwaram Circle),MLM18C,13.01000486,77.56255973
422,RMC Yard (Yashawanthapura New Railway Station),RMCY,13.02361443,77.54869789
423,CMTI (Towards Yashwanthapura TTMC),CMTI,13.03133898,77.53577499
424,Goraguntepaly Metro Station,GGPLM1,13.02874689,77.54046209
425,Peenya Metro Station,PNY1st,13.0361155,77.52566048
427,8th Mile (Towards Nelamangala),8thML1,13.04507333,77.50757532
428,Marison Factory,MF,13.05015426,77.49248739
429,Chikkabidarakallu,CKBD,13.05189077,77.48776568
430,Anchepalya (Towards Nelamangala),ANC,13.05506122,77.47887503
431,TCI,TCI1,13.05898761,77.46471624
432,Ravuthanahalli Cross,RTHC,13.07336614,77.43898206
433,Dasanapura (Towards Nelamangala),DSN,13.07516758,77.43594626
434,Devannanapalya,DVN,13.07719806,77.43158513
435,Arishinakunte (Towards Nelamangala),ARSK,13.0797522,77.42398115
436,Vishwa Shanti Ashrama,VSA,13.08406595,77.41710731
437,Weavers Colony Nelamangala,WCN,13.09400697,77.40561959
438,TB Nelamangala,TBN,13.09706072,77.40145556
439,Anjaneya Temple Nelamangala,ANT,13.09733054,77.39782978
440,Nelamangala Bus Station,NMG0,13.09780909,77.39428055
442,Anjaneya Temple Nelamangala ,NMLAT,13.09739405,77.39777114
443,TB Nelamangala,NMLTB,13.09720432,77.40131604
444,Munireddy Palya J C Nagara ,MRP1,13.00691877,77.59278171
445,Weavers Colony Nelamangala,WCNML,13.09421891,77.40551643
447,Binnamangala (Towards Jalahalli Cross),BML2,13.08748088,77.41246651
449,Vishwa Shanti Ashrama,VSA1,13.08408803,77.41725696
450,Devannanapalya,DVNPL,13.07768653,77.431431
451,Dasanapura (Towards Jalahalli Cross),DSNP,13.07539361,77.4363575
452,Ravuthanahalli Cross,RVTHC,13.07337689,77.43891479
454,Madavara,MDVR,13.05667796,77.47472317
455,Anchepalya (Towards Jalahalli Cross),ANCP,13.05526591,77.4798162
456,CSI Hospital,CSIH1,12.98992431,77.59933748
457,Jalahalli Cross,JHC3,13.04004425,77.518585
459,SRS Peenya,SRS1,13.03471706,77.5299655
460,MEI Factory,MEIF,13.02654709,77.54434885
462,Goraguntepalya (Towards BEL Circle),GGPLY,13.02947712,77.54009753
463,Govardhan Talkies (Towards Malleshwaram),GVRDN1,13.01849841,77.55342591
464,Lido Talkies,LIDO,12.97278661,77.62064923
465,Halasuru,HLS-1,12.97845448,77.62908244
466,Double Road Indiranagara ,ING2ST,12.97824403,77.63695975
468,CMH Hospital (Towards Indira Nagara Police Station),CMHTL,12.97787804,77.64662799
469,Thippasandra,TPS2,12.973752,77.64708931
470,Thippasandra,TPS1,12.97417566,77.64683428
471,CMH Hospital (Towards CV Raman Nagara),CMHP,12.97783263,77.64682695
472,CMH Hospital (Towards Halasuru),CMHHPTL,12.97837323,77.64610277
473,Police Station Indiranagara,KFCPS3,12.97828671,77.6404186
474,Double Road Indiranagara ,IND2ST,12.97816516,77.63591788
475,Lakshmipura,LKMP,12.9782321,77.6321222
476,Halasuru,HLS,12.9777342,77.62809777
477,Lido Talkies,LIDO.,12.97270831,77.62142768
478,Manipal Centre MG Road,MNIPLC,12.97566035,77.61315062
479,Chinnaswamy Stadium,MGRD1,12.9778293,77.59867555
480,Shivajinagara Bus Station,SBS0,12.98378941,77.6031589
481,Indian Express,INDEX,12.98411256,77.59735287
482,RC College,RCC1,12.98412072,77.58671525
485,Malleshwaram Bus Stand,MBS,13.0087446,77.56893767
486,TV Tower,TVT,13.00962722,77.59052356
487,Palace Ground,PLCGR,13.01026957,77.58373196
488,CPRI,CPRI2,13.01467725,77.57497374
489,Bhadrappa Layout (Towards Hebbala),BDPL1,13.04747631,77.57578825
490,ITI Layout,ITIL1,13.03392414,77.56866467
491,Govardhan Talkies (Towards Jalahalli Cross),GVRDNT,13.01999619,77.55268998
492,RMC Yard (Yashawanthapura New Railway Station),RMCY1,13.02465304,77.54778846
493,MEI Factory,MEI2,13.0263547,77.54402881
494,Goraguntepalya (Towards Jalahalli Cross),GGPL,13.02882463,77.53963211
495,CMTI (Towards Jalahalli Cross),CMT,13.03064786,77.53631696
496,SRS Peenya,SRS,13.03422307,77.53038297
497,Mekhri Circle,MKRICRLCE,13.01450799,77.58262879
498,Ayyappa Temple Jalahalli Cross,AYPT,13.04661941,77.52259909
